"id","name","sub_major","cat_large","cat_mid","cat_small","dept_type"
"C103_휴먼서비스학부","휴먼서비스학부","사회복지학전공, 청소년학전공","사회","사회과학","사회복지학","인문"
"C103_건축학과(5년제)","건축학과(5년제)","건축학과","공학","건설","건축학","자연"
"C103_기계시스템공학과","기계시스템공학과","기계시스템공학과","공학","기계","기계공학","자연"
"C103_바이오융합학부","바이오융합학부","생명과학전공, 식품생물공학전공","공학","화공고분자에너지","생명공학","자연"
"C103_산업경영공학과","산업경영공학과","산업경영공학과","공학","산업안전","산업공학","자연"
"C103_수학과","수학과","수학과","자연","수학물리천문지구","수학","자연"
"C103_신소재화학공학부","신소재화학공학부","신소재공학전공, 화학공학전공","공학","재료","신소재공학","자연"
"C103_전자공학부","전자공학부","나노반도체전공, 정보통신시스템전공","공학","전기전자컴퓨터","전자공학","자연"
"C103_AI컴퓨터공학부","AI컴퓨터공학부","컴퓨터공학전공, 인공지능전공, SW안전보안전공, 모빌리티SW전공","공학","전기전자컴퓨터","전산학컴퓨터공학","자연"
"C103_스마트시티공학부","스마트시티공학부","건축공학전공, 도시교통공학전공","공학","건설","도시공학","자연"
"C103_화학과","화학과","화학과","자연","화학생명과학환경","화학","자연"
"C103_FineArts학부","FineArts학부","한국화전공, 서양화전공, 미술경영전공, 서예전공","예체능","미술","응용미술","예체능"
"C103_스포츠과학부","스포츠과학부","스포츠건강과학전공, 스포츠레저산업전공","예체능","무용체육","체육","예체능"
"C103_체육학과","체육학과","체육학과","예체능","무용체육","체육","예체능"
"C103_입체조형학과","입체조형학과","입체조형학과","예체능","미술","응용미술","예체능"
"A105_관광개발경영학과","관광개발경영학과","관광개발경영학과","사회","경영경제","경영학","인문"
"A105_애니메이션학과(상상과표현)","애니메이션학과(상상과표현)","애니메이션학과","예체능","응용예술","애니메이션","예체능"
"A105_연기학과","연기학과","연기학과","예체능","연극영화","연극","예체능"
"A105_미디어영상학과","미디어영상학과","미디어영상학과","예체능","응용예술","영상예술","예체능"
"M102_군사학과(남)","군사학과(남)","군사학과","사회","사회과학","군사국방안보","인문"
"M102_군사학과(여)","군사학과(여)","군사학과","사회","사회과학","군사국방안보","인문"
"M102_경영학부","경영학부","경영학전공, 회계학전공","사회","경영경제","경영학","인문"
"M102_교육학과","교육학과","교육학과","교육","교육","교육학","인문"
"M102_국어교육과","국어교육과","국어교육과","교육","교육","중등언어교육","인문"
"M102_무역물류학과","무역물류학과","무역물류학과","사회","경영경제","무역유통학","인문"
"M102_미디어영상학과","미디어영상학과","미디어영상학과","사회","사회과학","언론방송매체학","인문"
"M102_심리학과","심리학과","심리학과","사회","사회과학","심리학","인문"
"M102_영어교육과","영어교육과","영어교육과","교육","교육","중등언어교육","인문"
"M102_유아교육과","유아교육과","유아교육과","교육","교육","유아교육학","인문"
"M102_행정학과","행정학과","행정학과","사회","사회과학","행정학","인문"
"M102_디지털마케팅학과","디지털마케팅학과","디지털마케팅학과","사회","경영경제","경영정보학","인문"
"M102_경찰학부","경찰학부","경찰학전공, 정치외교학전공","사회","사회과학","행정학","인문"
"M102_경호보안학과","경호보안학과","경호보안학과","사회","사회과학","행정학","인문"
"M102_여행항공관광학과","여행항공관광학과","여행항공관광학과","사회","경영경제","관광학","인문"
"M102_디지털공연영상학과","디지털공연영상학과","디지털공연영상학과","사회","사회과학","언론방송매체학","인문"
"M102_법학과","법학과","법학과","사회","법학","법학","인문"
"M102_사회복지학과","사회복지학과","사회복지학과","사회","사회과학","사회복지학","인문"
"M102_일어교육과","일어교육과","일어교육과","교육","교육","중등언어교육","인문"
"M102_간호학과","간호학과","간호학과","의학","간호","간호학","자연"
"M102_건축학부","건축학부","건축학전공, 건축공학전공","공학","건설","건축학","자연"
"M102_기계공학부","기계공학부","기계로봇설계공학전공, 기계시스템공학전공, 방산기계공학전공","공학","기계","기계공학","자연"
"M102_제약공학과","제약공학과","제약공학과","공학","화공고분자에너지","생명공학","자연"
"M102_식품영양학과","식품영양학과","식품영양학과","자연","생활과학","식품영양학","자연"
"M102_컴퓨터공학부","컴퓨터공학부","컴퓨터공학전공, 소프트웨어전공, 컴퓨터보안전공","공학","전기전자컴퓨터","전산학컴퓨터공학","자연"
"M102_가정교육과","가정교육과","가정교육과","교육","교육","중등자연과학교육","자연"
"M102_물리치료학과","물리치료학과","물리치료학과","자연","보건","물리치료","자연"
"M102_소방안전공학과","소방안전공학과","소방안전공학과","공학","산업안전","방재공학","자연"
"M102_수학교육과","수학교육과","수학교육과","교육","교육","중등자연과학교육","자연"
"M102_외식조리학과","외식조리학과","외식조리학과","자연","생활과학","조리과학","자연"
"M102_자유전공학부","자유전공학부","자유전공학부","자연","자유전공","자유전공","자연"
"M102_전기공학과","전기공학과","전기공학과","공학","전기전자컴퓨터","전기공학","자연"
"M102_인공지능학과","인공지능학과","인공지능학과","공학","전기전자컴퓨터","정보통신공학","자연"
"M102_미술교육과","미술교육과","미술교육과","교육","교육","중등예술체육교육","예체능"
"M102_웹툰디자인학과","웹툰디자인학과","웹툰디자인학과","예체능","미술","디자인","예체능"
"M102_음악교육과","음악교육과","음악교육과","교육","교육","중등예술체육교육","예체능"
"M102_체육교육과","체육교육과","체육교육과","교육","교육","중등예술체육교육","예체능"
"C143_항공서비스학과","항공서비스학과","항공서비스학과","사회","경영경제","관광학","인문"
"C143_경영학과","경영학과","경영학과","사회","경영경제","경영학","인문"
"C143_경찰학과","경찰학과","경찰학과","사회","사회과학","행정학","인문"
"C143_스포츠마케팅학과","스포츠마케팅학과","스포츠마케팅학과","사회","경영경제","경영학","인문"
"C143_유아교육과","유아교육과","유아교육과","교육","교육","유아교육학","인문"
"C143_외식사업학과","외식사업학과","외식사업학과","사회","경영경제","경영학","인문"
"C143_행정학과","행정학과","행정학과","사회","사회과학","행정학","인문"
