source,target,type
PROC_6343,A130_중어중문학부,FOR_MAJOR
PROC_6343,가군,IN_PERIOD
A130,PROC_6344,OFFERS
PROC_6344,A130_프랑스언어문화학과,FOR_MAJOR
PROC_6344,가군,IN_PERIOD
A130,PROC_6345,OFFERS
PROC_6345,A130_한국어문학부,FOR_MAJOR
PROC_6345,가군,IN_PERIOD
A130,PROC_6346,OFFERS
PROC_6346,A130_행정학과,FOR_MAJOR
PROC_6346,가군,IN_PERIOD
A130,PROC_6347,OFFERS
PROC_6347,A130_홍보광고학과,FOR_MAJOR
PROC_6347,가군,IN_PERIOD
A130,PROC_6348,OFFERS
PROC_6348,A130_기계시스템학부,FOR_MAJOR
PROC_6348,가군,IN_PERIOD
A130,PROC_6349,OFFERS
PROC_6349,A130_생명시스템학부,FOR_MAJOR
PROC_6349,가군,IN_PERIOD
A130,PROC_6350,OFFERS
PROC_6350,A130_데이터사이언스전공,FOR_MAJOR
PROC_6350,가군,IN_PERIOD
A130,PROC_6351,OFFERS
PROC_6351,A130_수학과,FOR_MAJOR
PROC_6351,가군,IN_PERIOD
A130,PROC_6352,OFFERS
PROC_6352,A130_식품영양학과,FOR_MAJOR
PROC_6352,가군,IN_PERIOD
A130,PROC_6353,OFFERS
PROC_6353,A130_신소재물리학부,FOR_MAJOR
PROC_6353,가군,IN_PERIOD
A130,PROC_6354,OFFERS
PROC_6354,A130_의류학과,FOR_MAJOR
PROC_6354,가군,IN_PERIOD
A130,PROC_6355,OFFERS
PROC_6355,A130_지능형전자시스템학부,FOR_MAJOR
PROC_6355,가군,IN_PERIOD
A130,PROC_6356,OFFERS
PROC_6356,A130_컴퓨터과학전공,FOR_MAJOR
PROC_6356,가군,IN_PERIOD
A130,PROC_6357,OFFERS
PROC_6357,A130_통계학과,FOR_MAJOR
PROC_6357,가군,IN_PERIOD
A130,PROC_6358,OFFERS
PROC_6358,A130_화공생명공학부,FOR_MAJOR
PROC_6358,가군,IN_PERIOD
A130,PROC_6359,OFFERS
PROC_6359,A130_화학과,FOR_MAJOR
PROC_6359,가군,IN_PERIOD
A130,PROC_6360,OFFERS
PROC_6360,A130_경영학부,FOR_MAJOR
PROC_6360,가군,IN_PERIOD
A130,PROC_6361,OFFERS
PROC_6361,A130_문헌정보학과,FOR_MAJOR
PROC_6361,가군,IN_PERIOD
A130,PROC_6362,OFFERS
PROC_6362,A130_소비자경제학과,FOR_MAJOR
PROC_6362,가군,IN_PERIOD
A130,PROC_6363,OFFERS
PROC_6363,A130_앙트러프러너십전공,FOR_MAJOR
PROC_6363,가군,IN_PERIOD
I108,PROC_6364,OFFERS
PROC_6364,I108_건축학부,FOR_MAJOR
PROC_6364,다군,IN_PERIOD
I108,PROC_6365,OFFERS
PROC_6365,I108_국어교육과,FOR_MAJOR
PROC_6365,가군,IN_PERIOD
I108,PROC_6366,OFFERS
PROC_6366,I108_물리교육과,FOR_MAJOR
PROC_6366,다군,IN_PERIOD
I108,PROC_6367,OFFERS
PROC_6367,I108_화학교육과,FOR_MAJOR
PROC_6367,다군,IN_PERIOD
I108,PROC_6368,OFFERS
PROC_6368,I108_융합바이오시스템기계공학과,FOR_MAJOR
PROC_6368,다군,IN_PERIOD
I108,PROC_6369,OFFERS
PROC_6369,I108_자유전공학부(인문사회/자연),FOR_MAJOR
PROC_6369,다군,IN_PERIOD
F117,PROC_6370,OFFERS
PROC_6370,F117_경영학과,FOR_MAJOR
PROC_6370,가군,IN_PERIOD
A131,PROC_6371,OFFERS
PROC_6371,A131_경제학과,FOR_MAJOR
PROC_6371,가군,IN_PERIOD
A131,PROC_6372,OFFERS
PROC_6372,A131_글로벌통상학과,FOR_MAJOR
PROC_6372,가군,IN_PERIOD
A131,PROC_6373,OFFERS
PROC_6373,A131_건축학건축공학전공,FOR_MAJOR
PROC_6373,가군,IN_PERIOD
A131,PROC_6374,OFFERS
PROC_6374,A131_산업정보시스템공학과,FOR_MAJOR
PROC_6374,가군,IN_PERIOD
A131,PROC_6375,OFFERS
PROC_6375,A131_실내건축전공,FOR_MAJOR
PROC_6375,가군,IN_PERIOD
A131,PROC_6376,OFFERS
PROC_6376,A131_기계공학부,FOR_MAJOR
PROC_6376,다군,IN_PERIOD
A131,PROC_6377,OFFERS
PROC_6377,A131_신소재공학과,FOR_MAJOR
PROC_6377,다군,IN_PERIOD
A131,PROC_6378,OFFERS
PROC_6378,A131_전기공학부,FOR_MAJOR
PROC_6378,다군,IN_PERIOD
A131,PROC_6379,OFFERS
PROC_6379,A131_화학공학과,FOR_MAJOR
PROC_6379,다군,IN_PERIOD
A131,PROC_6380,OFFERS
PROC_6380,A131_국제무역학과,FOR_MAJOR
PROC_6380,나군,IN_PERIOD
A131,PROC_6381,OFFERS
PROC_6381,A131_금융경제학과,FOR_MAJOR
PROC_6381,나군,IN_PERIOD
A131,PROC_6382,OFFERS
PROC_6382,A131_디지털미디어학과,FOR_MAJOR
PROC_6382,나군,IN_PERIOD
C117,PROC_6383,OFFERS
PROC_6383,C117_경찰과학수사학과,FOR_MAJOR
PROC_6383,다군,IN_PERIOD
C117,PROC_6384,OFFERS
PROC_6384,C117_간호학과,FOR_MAJOR
PROC_6384,다군,IN_PERIOD
C117,PROC_6385,OFFERS
PROC_6385,C117_간호학과,FOR_MAJOR
PROC_6385,다군,IN_PERIOD
N112,PROC_6386,OFFERS
PROC_6386,N112_일본어일본학과,FOR_MAJOR
PROC_6386,나군,IN_PERIOD
C119,PROC_6387,OFFERS
PROC_6387,C119_글로벌경영학과,FOR_MAJOR
PROC_6387,다군,IN_PERIOD
L117,PROC_6388,OFFERS
PROC_6388,L117_기계교육과,FOR_MAJOR
PROC_6388,가군,IN_PERIOD
L117,PROC_6389,OFFERS
PROC_6389,L117_전기전자교육과,FOR_MAJOR
PROC_6389,가군,IN_PERIOD
L117,PROC_6390,OFFERS
PROC_6390,L117_스마트모빌리티공학과,FOR_MAJOR
PROC_6390,가군,IN_PERIOD
C120,PROC_6391,OFFERS
PROC_6391,C120_국어국문학과,FOR_MAJOR
PROC_6391,나군,IN_PERIOD
C120,PROC_6392,OFFERS
PROC_6392,C120_중국언어문화학과,FOR_MAJOR
PROC_6392,다군,IN_PERIOD
C120,PROC_6393,OFFERS
PROC_6393,C120_디지털미디어디자인학과,FOR_MAJOR
PROC_6393,나군,IN_PERIOD
C120,PROC_6394,OFFERS
PROC_6394,C120_도시정보공학과,FOR_MAJOR
PROC_6394,다군,IN_PERIOD
B106,PROC_6395,OFFERS
PROC_6395,B106_스마트시티공학과,FOR_MAJOR
PROC_6395,나군,IN_PERIOD
A132,PROC_6396,OFFERS
PROC_6396,A132_간호학과(통합),FOR_MAJOR
PROC_6396,가군,IN_PERIOD
A132,PROC_6397,OFFERS
PROC_6397,A132_경영학과,FOR_MAJOR
PROC_6397,가군,IN_PERIOD
A132,PROC_6398,OFFERS
PROC_6398,A132_경제학부,FOR_MAJOR
PROC_6398,가군,IN_PERIOD
A132,PROC_6399,OFFERS
PROC_6399,A132_교육학부,FOR_MAJOR
PROC_6399,가군,IN_PERIOD
A132,PROC_6400,OFFERS
PROC_6400,A132_국어국문학과,FOR_MAJOR
PROC_6400,가군,IN_PERIOD
A132,PROC_6401,OFFERS
PROC_6401,A132_노어노문학과,FOR_MAJOR
PROC_6401,가군,IN_PERIOD
A132,PROC_6402,OFFERS
PROC_6402,A132_독어독문학과,FOR_MAJOR
PROC_6402,가군,IN_PERIOD
A132,PROC_6403,OFFERS
PROC_6403,A132_문헌정보학과,FOR_MAJOR
PROC_6403,가군,IN_PERIOD
A132,PROC_6404,OFFERS
PROC_6404,A132_문화인류학과,FOR_MAJOR
PROC_6404,가군,IN_PERIOD
A132,PROC_6405,OFFERS
PROC_6405,A132_불어불문학과,FOR_MAJOR
PROC_6405,가군,IN_PERIOD
A132,PROC_6406,OFFERS
PROC_6406,A132_사학과,FOR_MAJOR
PROC_6406,가군,IN_PERIOD
A132,PROC_6407,OFFERS
PROC_6407,A132_사회복지학과,FOR_MAJOR
PROC_6407,가군,IN_PERIOD
A132,PROC_6408,OFFERS
PROC_6408,A132_사회학과,FOR_MAJOR
PROC_6408,가군,IN_PERIOD
A132,PROC_6409,OFFERS
PROC_6409,A132_통합디자인학과,FOR_MAJOR
PROC_6409,가군,IN_PERIOD
A132,PROC_6410,OFFERS
PROC_6410,A132_식품영양학과(통합),FOR_MAJOR
PROC_6410,가군,IN_PERIOD
A132,PROC_6411,OFFERS
PROC_6411,A132_신학과,FOR_MAJOR
PROC_6411,가군,IN_PERIOD
A132,PROC_6412,OFFERS
PROC_6412,A132_실내건축학과(통합),FOR_MAJOR
PROC_6412,가군,IN_PERIOD
A132,PROC_6413,OFFERS
PROC_6413,A132_심리학과,FOR_MAJOR
PROC_6413,가군,IN_PERIOD
A132,PROC_6414,OFFERS
PROC_6414,A132_아동가족학과(통합),FOR_MAJOR
PROC_6414,가군,IN_PERIOD
A132,PROC_6415,OFFERS
PROC_6415,A132_언론홍보영상학부,FOR_MAJOR
PROC_6415,가군,IN_PERIOD
A132,PROC_6416,OFFERS
PROC_6416,A132_영어영문학과,FOR_MAJOR
PROC_6416,가군,IN_PERIOD
A132,PROC_6417,OFFERS
PROC_6417,A132_응용통계학과,FOR_MAJOR
PROC_6417,가군,IN_PERIOD
A132,PROC_6418,OFFERS
PROC_6418,A132_의류환경학과(통합),FOR_MAJOR
PROC_6418,가군,IN_PERIOD
A132,PROC_6419,OFFERS
PROC_6419,A132_정치외교학과,FOR_MAJOR
PROC_6419,가군,IN_PERIOD
A132,PROC_6420,OFFERS
PROC_6420,A132_중어중문학과,FOR_MAJOR
PROC_6420,가군,IN_PERIOD
A132,PROC_6421,OFFERS
PROC_6421,A132_철학과,FOR_MAJOR
PROC_6421,가군,IN_PERIOD
A132,PROC_6422,OFFERS
PROC_6422,A132_행정학과,FOR_MAJOR
PROC_6422,가군,IN_PERIOD
A132,PROC_6423,OFFERS
PROC_6423,A132_건축공학과,FOR_MAJOR
PROC_6423,가군,IN_PERIOD
A132,PROC_6424,OFFERS
PROC_6424,A132_기계공학부,FOR_MAJOR
PROC_6424,가군,IN_PERIOD
A132,PROC_6425,OFFERS
PROC_6425,A132_대기과학과,FOR_MAJOR
PROC_6425,가군,IN_PERIOD
A132,PROC_6426,OFFERS
PROC_6426,A132_도시공학과,FOR_MAJOR
PROC_6426,가군,IN_PERIOD
A132,PROC_6427,OFFERS
PROC_6427,A132_물리학과,FOR_MAJOR
PROC_6427,가군,IN_PERIOD
A132,PROC_6428,OFFERS
PROC_6428,A132_사회환경시스템공학부,FOR_MAJOR
PROC_6428,가군,IN_PERIOD
A132,PROC_6429,OFFERS
PROC_6429,A132_산업공학과,FOR_MAJOR
PROC_6429,가군,IN_PERIOD
A132,PROC_6430,OFFERS
PROC_6430,A132_생명공학과,FOR_MAJOR
PROC_6430,가군,IN_PERIOD
A132,PROC_6431,OFFERS
PROC_6431,A132_생화학과,FOR_MAJOR
PROC_6431,가군,IN_PERIOD
A132,PROC_6432,OFFERS
PROC_6432,A132_수학과,FOR_MAJOR
PROC_6432,가군,IN_PERIOD
A132,PROC_6433,OFFERS
PROC_6433,A132_시스템생물학과,FOR_MAJOR
PROC_6433,가군,IN_PERIOD
A132,PROC_6434,OFFERS
PROC_6434,A132_신소재공학부,FOR_MAJOR
PROC_6434,가군,IN_PERIOD
A132,PROC_6435,OFFERS
PROC_6435,A132_의예과,FOR_MAJOR
PROC_6435,가군,IN_PERIOD
A132,PROC_6436,OFFERS
PROC_6436,A132_전기전자공학부,FOR_MAJOR
PROC_6436,가군,IN_PERIOD
A132,PROC_6437,OFFERS
PROC_6437,A132_지구시스템과학과,FOR_MAJOR
PROC_6437,가군,IN_PERIOD
A132,PROC_6438,OFFERS
PROC_6438,A132_천문우주학과,FOR_MAJOR
PROC_6438,가군,IN_PERIOD
A132,PROC_6439,OFFERS
PROC_6439,A132_치의예과,FOR_MAJOR
PROC_6439,가군,IN_PERIOD
A132,PROC_6440,OFFERS
PROC_6440,A132_화공생명공학부,FOR_MAJOR
PROC_6440,가군,IN_PERIOD
A132,PROC_6441,OFFERS
PROC_6441,A132_화학과,FOR_MAJOR
PROC_6441,가군,IN_PERIOD
A132,PROC_6442,OFFERS
PROC_6442,A132_관현악과,FOR_MAJOR
PROC_6442,나군,IN_PERIOD
A132,PROC_6443,OFFERS
PROC_6443,A132_교회음악과,FOR_MAJOR
PROC_6443,나군,IN_PERIOD
A132,PROC_6444,OFFERS
PROC_6444,A132_성악과,FOR_MAJOR
PROC_6444,나군,IN_PERIOD
A132,PROC_6445,OFFERS
PROC_6445,A132_스포츠응용산업학과,FOR_MAJOR
PROC_6445,가군,IN_PERIOD
A132,PROC_6446,OFFERS
PROC_6446,A132_작곡과,FOR_MAJOR
PROC_6446,나군,IN_PERIOD
A132,PROC_6447,OFFERS
PROC_6447,A132_체육교육학과,FOR_MAJOR
PROC_6447,가군,IN_PERIOD
A132,PROC_6448,OFFERS
PROC_6448,A132_피아노과,FOR_MAJOR
PROC_6448,나군,IN_PERIOD
A132,PROC_6449,OFFERS
PROC_6449,A132_교회음악과(하프시코드),FOR_MAJOR
PROC_6449,나군,IN_PERIOD
A132,PROC_6450,OFFERS
PROC_6450,A132_간호학과(통합),FOR_MAJOR
PROC_6450,가군,IN_PERIOD
A132,PROC_6451,OFFERS
PROC_6451,A132_경영학과,FOR_MAJOR
PROC_6451,가군,IN_PERIOD
A132,PROC_6452,OFFERS
PROC_6452,A132_경제학부,FOR_MAJOR
PROC_6452,가군,IN_PERIOD
A132,PROC_6453,OFFERS
PROC_6453,A132_국어국문학과,FOR_MAJOR
PROC_6453,가군,IN_PERIOD
A132,PROC_6454,OFFERS
PROC_6454,A132_노어노문학과,FOR_MAJOR
PROC_6454,가군,IN_PERIOD
A132,PROC_6455,OFFERS
PROC_6455,A132_독어독문학과,FOR_MAJOR
PROC_6455,가군,IN_PERIOD
A132,PROC_6456,OFFERS
PROC_6456,A132_문헌정보학과,FOR_MAJOR
PROC_6456,가군,IN_PERIOD
A132,PROC_6457,OFFERS
PROC_6457,A132_불어불문학과,FOR_MAJOR
PROC_6457,가군,IN_PERIOD
A132,PROC_6458,OFFERS
PROC_6458,A132_사학과,FOR_MAJOR
PROC_6458,가군,IN_PERIOD
A132,PROC_6459,OFFERS
PROC_6459,A132_사회복지학과,FOR_MAJOR
PROC_6459,가군,IN_PERIOD
A132,PROC_6460,OFFERS
PROC_6460,A132_사회학과,FOR_MAJOR
PROC_6460,가군,IN_PERIOD
A132,PROC_6461,OFFERS
PROC_6461,A132_통합디자인학과,FOR_MAJOR
PROC_6461,가군,IN_PERIOD
A132,PROC_6462,OFFERS
PROC_6462,A132_식품영양학과(통합),FOR_MAJOR
PROC_6462,가군,IN_PERIOD
A132,PROC_6463,OFFERS
PROC_6463,A132_실내건축학과(통합),FOR_MAJOR
PROC_6463,가군,IN_PERIOD
A132,PROC_6464,OFFERS
PROC_6464,A132_심리학과,FOR_MAJOR
PROC_6464,가군,IN_PERIOD
A132,PROC_6465,OFFERS
PROC_6465,A132_아동가족학과(통합),FOR_MAJOR
PROC_6465,가군,IN_PERIOD
A132,PROC_6466,OFFERS
PROC_6466,A132_언론홍보영상학부,FOR_MAJOR
PROC_6466,가군,IN_PERIOD
A132,PROC_6467,OFFERS
PROC_6467,A132_영어영문학과,FOR_MAJOR
PROC_6467,가군,IN_PERIOD
A132,PROC_6468,OFFERS
PROC_6468,A132_응용통계학과,FOR_MAJOR
PROC_6468,가군,IN_PERIOD
A132,PROC_6469,OFFERS
PROC_6469,A132_의류환경학과(통합),FOR_MAJOR
PROC_6469,가군,IN_PERIOD
A132,PROC_6470,OFFERS
PROC_6470,A132_정치외교학과,FOR_MAJOR
PROC_6470,가군,IN_PERIOD
A132,PROC_6471,OFFERS
PROC_6471,A132_중어중문학과,FOR_MAJOR
PROC_6471,가군,IN_PERIOD
A132,PROC_6472,OFFERS
PROC_6472,A132_철학과,FOR_MAJOR
PROC_6472,가군,IN_PERIOD
A132,PROC_6473,OFFERS
PROC_6473,A132_행정학과,FOR_MAJOR
PROC_6473,가군,IN_PERIOD
A132,PROC_6474,OFFERS
PROC_6474,A132_건축공학과,FOR_MAJOR
PROC_6474,가군,IN_PERIOD
A132,PROC_6475,OFFERS
PROC_6475,A132_기계공학부,FOR_MAJOR
PROC_6475,가군,IN_PERIOD
A132,PROC_6476,OFFERS
PROC_6476,A132_대기과학과,FOR_MAJOR
PROC_6476,가군,IN_PERIOD
A132,PROC_6477,OFFERS
PROC_6477,A132_도시공학과,FOR_MAJOR
PROC_6477,가군,IN_PERIOD
A132,PROC_6478,OFFERS
PROC_6478,A132_물리학과,FOR_MAJOR
PROC_6478,가군,IN_PERIOD
A132,PROC_6479,OFFERS
PROC_6479,A132_사회환경시스템공학부,FOR_MAJOR
PROC_6479,가군,IN_PERIOD
A132,PROC_6480,OFFERS
PROC_6480,A132_산업공학과,FOR_MAJOR
PROC_6480,가군,IN_PERIOD
A132,PROC_6481,OFFERS
PROC_6481,A132_생명공학과,FOR_MAJOR
PROC_6481,가군,IN_PERIOD
A132,PROC_6482,OFFERS
PROC_6482,A132_생화학과,FOR_MAJOR
PROC_6482,가군,IN_PERIOD
A132,PROC_6483,OFFERS
PROC_6483,A132_수학과,FOR_MAJOR
PROC_6483,가군,IN_PERIOD
A132,PROC_6484,OFFERS
PROC_6484,A132_시스템생물학과,FOR_MAJOR
PROC_6484,가군,IN_PERIOD
A132,PROC_6485,OFFERS
PROC_6485,A132_신소재공학부,FOR_MAJOR
PROC_6485,가군,IN_PERIOD
A132,PROC_6486,OFFERS
PROC_6486,A132_전기전자공학부,FOR_MAJOR
PROC_6486,가군,IN_PERIOD
A132,PROC_6487,OFFERS
PROC_6487,A132_지구시스템과학과,FOR_MAJOR
PROC_6487,가군,IN_PERIOD
A132,PROC_6488,OFFERS
PROC_6488,A132_천문우주학과,FOR_MAJOR
PROC_6488,가군,IN_PERIOD
A132,PROC_6489,OFFERS
PROC_6489,A132_화공생명공학부,FOR_MAJOR
PROC_6489,가군,IN_PERIOD
A132,PROC_6490,OFFERS
PROC_6490,A132_화학과,FOR_MAJOR
PROC_6490,가군,IN_PERIOD
L118,PROC_6491,OFFERS
PROC_6491,L118_조경학과,FOR_MAJOR
PROC_6491,다군,IN_PERIOD
C145,PROC_6492,OFFERS
PROC_6492,C145_금속조형디자인전공,FOR_MAJOR
PROC_6492,가군,IN_PERIOD
C145,PROC_6493,OFFERS
PROC_6493,C145_만화게임영상전공,FOR_MAJOR
PROC_6493,가군,IN_PERIOD
C145,PROC_6494,OFFERS
PROC_6494,C145_연극영화전공,FOR_MAJOR
PROC_6494,가군,IN_PERIOD
C145,PROC_6495,OFFERS
PROC_6495,C145_금속조형디자인전공,FOR_MAJOR
PROC_6495,가군,IN_PERIOD
C145,PROC_6496,OFFERS
PROC_6496,C145_만화게임영상전공,FOR_MAJOR
PROC_6496,가군,IN_PERIOD
C145,PROC_6497,OFFERS
PROC_6497,C145_연극영화전공,FOR_MAJOR
PROC_6497,가군,IN_PERIOD
C145,PROC_6498,OFFERS
PROC_6498,C145_금속조형디자인전공,FOR_MAJOR
PROC_6498,가군,IN_PERIOD
C145,PROC_6499,OFFERS
PROC_6499,C145_만화게임영상전공,FOR_MAJOR
PROC_6499,가군,IN_PERIOD
C145,PROC_6500,OFFERS
PROC_6500,C145_연극영화전공,FOR_MAJOR
PROC_6500,가군,IN_PERIOD
C145,PROC_6501,OFFERS
PROC_6501,C145_뷰티디자인전공,FOR_MAJOR
PROC_6501,가군,IN_PERIOD
C145,PROC_6502,OFFERS
PROC_6502,C145_스포츠과학과,FOR_MAJOR
PROC_6502,가군,IN_PERIOD
C145,PROC_6503,OFFERS
PROC_6503,C145_공연예술전공,FOR_MAJOR
PROC_6503,다군,IN_PERIOD
C145,PROC_6504,OFFERS
PROC_6504,C145_시각영상디자인전공,FOR_MAJOR
PROC_6504,가군,IN_PERIOD
C145,PROC_6505,OFFERS
PROC_6505,C145_실용음악전공,FOR_MAJOR
PROC_6505,다군,IN_PERIOD
C145,PROC_6506,OFFERS
PROC_6506,C145_애니메이션&웹툰전공,FOR_MAJOR
PROC_6506,나군,IN_PERIOD
C145,PROC_6507,OFFERS
PROC_6507,C145_융합조형디자인전공,FOR_MAJOR
PROC_6507,나군,IN_PERIOD
C145,PROC_6508,OFFERS
PROC_6508,C145_뷰티디자인전공,FOR_MAJOR
PROC_6508,가군,IN_PERIOD
C145,PROC_6509,OFFERS
PROC_6509,C145_스포츠과학과,FOR_MAJOR
PROC_6509,가군,IN_PERIOD
C145,PROC_6510,OFFERS
PROC_6510,C145_공연예술전공,FOR_MAJOR
PROC_6510,다군,IN_PERIOD
C145,PROC_6511,OFFERS
PROC_6511,C145_시각영상디자인전공,FOR_MAJOR
PROC_6511,가군,IN_PERIOD
C145,PROC_6512,OFFERS
PROC_6512,C145_실용음악전공,FOR_MAJOR
PROC_6512,다군,IN_PERIOD
C145,PROC_6513,OFFERS
PROC_6513,C145_애니메이션&웹툰전공,FOR_MAJOR
PROC_6513,나군,IN_PERIOD
C145,PROC_6514,OFFERS
PROC_6514,C145_융합조형디자인전공,FOR_MAJOR
PROC_6514,나군,IN_PERIOD
C145,PROC_6515,OFFERS
PROC_6515,C145_뷰티디자인전공,FOR_MAJOR
PROC_6515,가군,IN_PERIOD
C145,PROC_6516,OFFERS
PROC_6516,C145_스포츠과학과,FOR_MAJOR
PROC_6516,가군,IN_PERIOD
C145,PROC_6517,OFFERS
PROC_6517,C145_공연예술전공,FOR_MAJOR
PROC_6517,다군,IN_PERIOD
C145,PROC_6518,OFFERS
PROC_6518,C145_시각영상디자인전공,FOR_MAJOR
PROC_6518,가군,IN_PERIOD
C145,PROC_6519,OFFERS
PROC_6519,C145_실용음악전공,FOR_MAJOR
PROC_6519,다군,IN_PERIOD
C145,PROC_6520,OFFERS
PROC_6520,C145_애니메이션&웹툰전공,FOR_MAJOR
PROC_6520,나군,IN_PERIOD
C145,PROC_6521,OFFERS
PROC_6521,C145_융합조형디자인전공,FOR_MAJOR
PROC_6521,나군,IN_PERIOD
C121,PROC_6522,OFFERS
PROC_6522,C121_물리치료학과,FOR_MAJOR
PROC_6522,나군,IN_PERIOD
C121,PROC_6523,OFFERS
PROC_6523,C121_AI융합학부,FOR_MAJOR
PROC_6523,나군,IN_PERIOD
C121,PROC_6524,OFFERS
PROC_6524,C121_경영학과,FOR_MAJOR
PROC_6524,나군,IN_PERIOD
J105,PROC_6525,OFFERS
PROC_6525,J105_스포츠지도학과,FOR_MAJOR
PROC_6525,나군,IN_PERIOD
J105,PROC_6526,OFFERS
PROC_6526,J105_간호학과,FOR_MAJOR
PROC_6526,나군,IN_PERIOD
J105,PROC_6527,OFFERS
PROC_6527,J105_스포츠지도학과,FOR_MAJOR
PROC_6527,나군,IN_PERIOD
E105,PROC_6528,OFFERS
PROC_6528,E105_호텔관광경영자율학부,FOR_MAJOR
PROC_6528,다군,IN_PERIOD
E105,PROC_6529,OFFERS
PROC_6529,E105_외식조리경영전공,FOR_MAJOR
PROC_6529,다군,IN_PERIOD
E105,PROC_6530,OFFERS
PROC_6530,E105_언어치료청각재활학과,FOR_MAJOR
PROC_6530,다군,IN_PERIOD
E105,PROC_6531,OFFERS
PROC_6531,E105_외식조리영양학과,FOR_MAJOR
PROC_6531,다군,IN_PERIOD
E105,PROC_6532,OFFERS
PROC_6532,E105_응급구조학과,FOR_MAJOR
PROC_6532,다군,IN_PERIOD
E105,PROC_6533,OFFERS
PROC_6533,E105_철도건설시스템전공,FOR_MAJOR
PROC_6533,다군,IN_PERIOD
E105,PROC_6534,OFFERS
PROC_6534,E105_철도전기시스템전공,FOR_MAJOR
PROC_6534,다군,IN_PERIOD
E105,PROC_6535,OFFERS
PROC_6535,E105_컴퓨터공학전공,FOR_MAJOR
PROC_6535,다군,IN_PERIOD
E105,PROC_6536,OFFERS
PROC_6536,E105_미디어디자인영상전공,FOR_MAJOR
PROC_6536,다군,IN_PERIOD
E105,PROC_6537,OFFERS
PROC_6537,E105_스포츠건강재활학과,FOR_MAJOR
PROC_6537,다군,IN_PERIOD
E105,PROC_6538,OFFERS
PROC_6538,E105_호텔관광경영자율학부,FOR_MAJOR
PROC_6538,다군,IN_PERIOD
E105,PROC_6539,OFFERS
PROC_6539,E105_외식조리경영전공,FOR_MAJOR
PROC_6539,다군,IN_PERIOD
E105,PROC_6540,OFFERS
PROC_6540,E105_철도경영학과,FOR_MAJOR
PROC_6540,다군,IN_PERIOD
E105,PROC_6541,OFFERS
PROC_6541,E105_외식조리영양학과,FOR_MAJOR
PROC_6541,다군,IN_PERIOD
E105,PROC_6542,OFFERS
PROC_6542,E105_철도건설시스템전공,FOR_MAJOR
PROC_6542,다군,IN_PERIOD
E105,PROC_6543,OFFERS
PROC_6543,E105_철도전기시스템전공,FOR_MAJOR
PROC_6543,다군,IN_PERIOD
E105,PROC_6544,OFFERS
PROC_6544,E105_컴퓨터공학전공,FOR_MAJOR
PROC_6544,다군,IN_PERIOD
E105,PROC_6545,OFFERS
PROC_6545,E105_미디어디자인영상전공,FOR_MAJOR
PROC_6545,다군,IN_PERIOD
E105,PROC_6546,OFFERS
PROC_6546,E105_사회복지학과,FOR_MAJOR
PROC_6546,가군,IN_PERIOD
E105,PROC_6547,OFFERS
PROC_6547,E105_보건의료경영학과,FOR_MAJOR
PROC_6547,나군,IN_PERIOD
J106,PROC_6548,OFFERS
PROC_6548,J106_중등특수교육과,FOR_MAJOR
PROC_6548,나군,IN_PERIOD
J106,PROC_6549,OFFERS
PROC_6549,J106_건축학과(5년제),FOR_MAJOR
PROC_6549,다군,IN_PERIOD
G107,PROC_6550,OFFERS
PROC_6550,G107_간호학과,FOR_MAJOR
PROC_6550,가군,IN_PERIOD
F129,PROC_6551,OFFERS
PROC_6551,F129_경찰소방행정학부,FOR_MAJOR
PROC_6551,다군,IN_PERIOD
F129,PROC_6552,OFFERS
PROC_6552,F129_유아교육과,FOR_MAJOR
PROC_6552,다군,IN_PERIOD
G107,PROC_6553,OFFERS
PROC_6553,G107_간호학과,FOR_MAJOR
PROC_6553,가군,IN_PERIOD
G107,PROC_6554,OFFERS
PROC_6554,G107_치위생학과,FOR_MAJOR
PROC_6554,가군,IN_PERIOD
G107,PROC_6555,OFFERS
PROC_6555,G107_와인사이언스학과,FOR_MAJOR
PROC_6555,가군,IN_PERIOD
G107,PROC_6556,OFFERS
PROC_6556,G107_사회복지학부,FOR_MAJOR
PROC_6556,가군,IN_PERIOD
G107,PROC_6557,OFFERS
PROC_6557,G107_간호학과,FOR_MAJOR
PROC_6557,가군,IN_PERIOD
F129,PROC_6558,OFFERS
PROC_6558,F129_미디어콘텐츠학과,FOR_MAJOR
PROC_6558,다군,IN_PERIOD
F129,PROC_6559,OFFERS
PROC_6559,F129_뷰티케어학과,FOR_MAJOR
PROC_6559,다군,IN_PERIOD
F129,PROC_6560,OFFERS
PROC_6560,F129_문화복지융합학과,FOR_MAJOR
PROC_6560,다군,IN_PERIOD
A134,PROC_6561,OFFERS
PROC_6561,A134_경영학부,FOR_MAJOR
PROC_6561,나군,IN_PERIOD
A134,PROC_6562,OFFERS
PROC_6562,A134_경제학과,FOR_MAJOR
PROC_6562,나군,IN_PERIOD
A134,PROC_6563,OFFERS
PROC_6563,A134_교육공학과,FOR_MAJOR
PROC_6563,가군,IN_PERIOD
A134,PROC_6564,OFFERS
PROC_6564,A134_국어국문학과,FOR_MAJOR
PROC_6564,나군,IN_PERIOD
A134,PROC_6565,OFFERS
PROC_6565,A134_국제사무학과,FOR_MAJOR
PROC_6565,나군,IN_PERIOD
A134,PROC_6566,OFFERS
